,PM2.5,NO2,CO,SO2,O3,AQI
21020,32.25,5.21,0.8,2.66,65.11,81.0
21021,28.49,4.06,0.7,2.74,63.12,80.0
21022,32.02,6.34,0.86,2.6,55.99,79.0
21023,30.55,4.85,0.72,3.36,56.69,82.0
21024,28.72,5.81,0.57,3.37,61.46,89.0
21025,35.69,6.38,0.81,2.35,47.74,74.0
21026,33.98,5.16,0.72,1.99,53.96,79.0
21027,34.94,4.84,0.84,1.17,50.38,82.0
21028,37.82,3.35,0.75,1.55,51.96,86.0
21029,39.22,4.18,0.82,1.44,47.12,79.0
21030,44.11,4.98,0.77,1.58,46.11,80.0
21031,40.78,4.95,0.74,2.69,49.93,83.0
21032,25.46,5.51,0.79,1.84,49.66,74.0
21033,19.34,6.03,0.74,5.9,42.11,65.0
21034,22.06,5.6,0.76,1.01,42.45,61.0
21035,29.36,3.86,0.63,1.28,51.91,66.0
21036,29.4,4.31,0.7,2.87,47.6,69.0
21037,29.84,4.12,0.84,1.95,49.38,70.0
21038,29.96,4.54,0.89,1.98,54.35,68.0
21039,27.02,3.83,0.85,1.15,58.07,83.0
21040,28.08,4.4,0.86,1.13,46.32,68.0
21041,29.0,5.62,0.86,1.02,49.61,72.0
21042,29.11,5.77,0.91,2.54,48.69,72.0
21043,27.8,5.62,0.88,2.66,45.55,64.0
21044,25.36,7.6,1.01,1.8,37.88,65.0
21045,27.7,6.93,0.94,1.79,39.21,61.0
21046,23.75,6.31,0.88,0.64,44.07,66.0
21047,19.82,5.74,0.96,0.63,44.89,63.0
21048,6.75,5.4,0.97,1.39,47.52,65.0
21049,20.85,5.2,0.95,1.41,52.09,73.0
21050,14.08,5.06,0.72,1.59,60.65,70.0
21051,20.29,6.53,0.93,2.48,55.08,79.0
21052,22.56,6.67,0.82,4.42,53.82,70.0
21053,23.4,5.21,0.89,2.4,55.52,69.0
21054,24.68,8.44,1.04,0.78,44.53,69.0
21055,24.35,4.8,0.98,3.05,39.2,64.0
21056,23.93,5.78,0.89,2.75,47.45,70.0
21057,21.05,6.15,1.03,2.96,55.71,70.0
21058,20.83,4.25,0.93,2.37,51.43,78.0
21059,31.21,4.94,1.09,3.95,38.65,76.0
21060,34.33,6.93,1.02,2.85,41.05,100.0
21061,33.84,5.31,0.88,3.69,46.24,102.0
21062,29.95,3.39,0.8,3.27,47.52,96.0
21063,35.81,5.26,1.04,3.35,42.12,105.0
21064,28.5,3.87,1.02,3.25,34.79,100.0
21065,24.2,4.36,0.98,2.34,33.48,76.0
21066,22.41,5.45,0.84,2.03,39.01,66.0
21067,21.15,5.88,0.87,2.32,48.23,64.0
21068,19.17,5.04,0.82,1.81,40.41,59.0
21069,17.72,4.43,0.78,2.31,45.35,69.0
21070,15.1,3.33,0.87,1.96,32.67,59.0
21071,15.51,4.64,0.95,1.44,33.63,59.0
21072,15.45,4.66,1.31,3.05,36.62,82.0
21073,20.14,3.65,2.44,4.11,40.85,112.0
21074,22.57,4.94,3.31,4.11,32.72,121.0
21075,22.07,3.56,2.02,3.04,47.85,111.0
21076,15.62,4.06,0.64,6.34,39.76,54.0
21077,27.99,6.66,0.81,3.95,29.81,54.0
21078,31.07,5.52,0.72,4.4,36.36,71.0
21079,26.95,6.85,0.68,3.89,38.44,67.0
21080,19.94,4.18,0.67,5.65,28.39,59.0
21081,15.06,5.71,0.38,5.51,31.63,54.0
21082,9.71,12.1,0.64,2.22,39.82,62.0
21083,12.44,4.36,0.5,1.25,37.65,50.0
21084,17.4,4.78,0.55,1.47,32.51,44.0
21085,29.1,4.62,0.54,2.62,28.04,66.0
21086,27.92,3.13,0.55,2.02,39.68,84.0
21087,25.3,4.33,0.68,0.83,38.47,68.0
21088,20.1,4.67,0.62,1.22,32.62,70.0
21089,22.08,2.76,0.62,2.22,30.08,57.0
21090,13.33,2.43,0.46,1.6,21.26,49.0
21091,9.27,4.09,0.65,1.38,35.1,44.0
21092,10.76,3.46,0.59,1.02,36.69,52.0
21093,19.83,5.01,0.77,2.91,28.36,47.0
21094,13.93,4.5,0.74,1.74,29.83,60.0
21095,6.51,4.26,0.71,1.44,33.93,51.0
21096,7.83,3.12,0.56,2.03,27.8,44.0
21097,9.9,4.48,0.55,2.22,33.91,53.0
21098,10.26,2.21,0.08,1.77,14.52,50.0
21099,5.75,1.35,0.43,2.28,21.71,51.0
21100,23.62,2.15,0.65,2.4,13.52,55.0
21101,13.04,2.32,0.63,0.65,14.73,53.0
21102,13.43,2.24,0.58,0.95,14.21,48.0
21103,17.03,3.08,0.68,2.32,14.87,49.0
21104,8.74,2.69,0.6,2.39,14.65,46.0
21105,9.89,2.32,0.77,0.94,15.03,48.0
21106,11.09,3.27,0.79,1.68,15.31,46.0
21107,12.48,3.29,0.82,0.65,17.14,50.0
21108,6.33,3.63,0.63,1.64,21.12,88.0
21109,11.48,3.32,0.81,1.87,14.24,52.0
21110,15.2,3.42,0.78,1.69,16.23,53.0
21111,13.47,2.83,0.55,1.6,17.67,41.0
21112,8.94,2.21,0.62,1.26,17.75,37.0
21113,10.82,3.69,0.64,1.34,22.66,53.0
21114,11.84,4.49,0.68,0.41,23.55,53.0
21115,24.32,6.3,0.82,0.96,33.61,62.0
21116,23.27,5.22,0.77,1.54,23.15,66.0
21117,17.42,3.62,0.64,0.97,22.26,45.0
21118,10.78,2.95,0.57,1.66,24.72,44.0
21119,9.3,3.48,0.61,1.31,26.31,50.0
21120,10.93,3.86,0.64,0.77,28.26,70.0
21121,8.52,4.25,0.73,1.97,25.37,55.0
21122,4.25,3.55,0.56,0.9,26.2,49.0
21123,7.19,3.88,0.42,1.96,24.33,41.0
21124,7.22,3.01,0.33,0.86,28.29,49.0
21125,6.05,2.19,0.42,0.71,29.51,43.0
21126,7.62,3.24,0.57,1.03,29.77,52.0
21127,10.07,3.39,0.56,0.89,34.61,51.0
21128,13.25,3.99,0.7,1.33,31.47,55.0
21129,17.72,3.92,0.77,1.1,25.1,52.0
21130,12.16,4.98,0.88,2.38,24.0,57.0
21131,19.32,5.0,0.96,0.68,25.25,61.0
21132,14.56,3.32,0.92,0.42,23.69,56.0
21133,12.96,3.99,1.12,1.3,21.95,70.0
21134,10.63,3.76,1.67,1.23,20.01,78.0
21135,11.22,2.88,2.74,1.5,20.06,139.0
21136,15.15,3.61,0.68,0.44,22.94,46.0
21137,9.24,3.85,0.77,1.72,22.3,54.0
21138,13.06,3.9,0.83,0.59,19.2,56.0
21139,11.41,2.71,0.65,1.09,18.84,45.0
21140,14.64,2.87,0.67,1.07,21.47,55.0
21141,10.62,2.93,0.68,1.87,20.78,52.0
21142,9.83,3.28,0.68,1.32,22.28,55.0
21143,8.62,3.81,0.68,1.93,24.38,90.0
21144,8.51,4.02,0.72,1.89,23.87,53.0
21145,4.8,3.29,0.51,0.71,31.41,59.0
21146,4.44,2.34,0.39,0.89,30.75,45.0
21147,5.56,2.29,0.45,0.94,31.66,43.0
21148,9.0,3.85,0.59,2.11,30.56,54.0
21149,7.9,3.94,0.63,1.13,31.87,50.0
21150,15.08,3.66,0.6,2.15,33.88,51.0
21151,10.74,3.35,0.63,0.95,28.9,51.0
21152,21.0,5.03,0.81,1.17,24.18,52.0
21153,21.45,3.74,0.72,0.55,26.49,52.0
21154,19.93,4.98,0.74,1.43,27.55,51.0
21155,20.37,4.17,0.72,1.08,21.62,48.0
21156,13.58,3.64,0.67,1.36,19.92,42.0
21157,8.02,4.01,0.7,0.73,22.72,48.0
21158,7.98,3.03,0.63,1.57,26.12,45.0
21159,12.11,3.65,0.64,1.79,30.67,49.0
21160,6.82,3.12,0.59,1.36,31.24,50.0
21161,6.9,3.35,0.71,2.02,26.6,51.0
21162,9.75,3.98,0.7,1.65,30.35,53.0
21163,27.82,3.75,0.7,1.05,27.47,58.0
21164,15.48,3.61,0.67,1.29,26.61,48.0
21165,14.76,3.96,0.72,1.23,26.98,55.0
21166,13.65,3.86,0.66,1.34,19.78,47.0
21167,10.55,2.97,0.68,1.38,18.16,44.0
21168,9.84,3.51,0.81,1.03,16.1,51.0
21169,11.17,3.32,0.84,1.21,15.35,59.0
21170,15.35,3.68,0.77,0.99,16.2,52.0
21171,11.81,3.52,0.81,0.61,12.12,55.0
21172,9.23,3.35,0.78,1.81,13.47,53.0
21173,13.71,4.12,0.82,2.75,15.58,58.0
21174,12.5,3.08,0.77,1.04,17.62,54.0
21175,14.83,2.7,0.8,1.22,15.78,52.0
21176,11.86,2.66,0.7,1.33,24.46,48.0
21177,13.06,1.42,0.67,0.58,20.23,44.0
21178,17.36,3.3,0.73,1.25,23.88,46.0
21179,14.02,3.17,0.77,1.01,20.82,49.0
21180,13.42,3.34,0.8,0.63,19.0,53.0
21181,19.32,3.66,0.87,0.89,23.53,56.0
21182,18.6,4.01,0.94,0.82,19.0,57.0
21183,9.92,3.57,0.85,1.09,19.97,57.0
21184,8.66,3.64,0.93,1.81,19.32,58.0
21185,17.5,3.44,0.88,1.0,20.32,56.0
21186,15.18,3.01,0.82,1.52,23.26,51.0
21187,11.18,3.16,0.84,1.12,20.47,50.0
21188,10.28,2.99,0.99,1.13,20.1,58.0
21189,4.78,3.09,1.13,2.08,20.74,68.0
21190,10.07,4.03,1.07,1.85,25.34,74.0
21191,13.82,4.22,1.24,1.98,26.03,80.0
21192,15.46,4.81,1.08,0.89,30.49,78.0
21193,18.97,3.63,1.01,0.64,36.42,64.0
21194,15.58,3.57,1.33,0.94,32.53,76.0
21195,10.55,3.72,3.04,1.31,29.58,153.0
21196,11.16,4.45,1.58,0.78,25.66,109.0
21197,16.49,3.69,0.89,1.17,36.25,63.0
21198,17.66,4.29,0.97,0.51,36.78,63.0
21199,15.35,4.26,0.9,0.75,32.22,60.0
21200,16.49,3.0,0.85,1.42,33.96,56.0
21201,13.44,3.25,0.75,1.79,36.08,62.0
21202,7.42,3.18,0.74,1.21,28.73,48.0
21203,7.99,3.36,0.7,0.89,37.35,57.0
21204,15.64,4.8,0.9,1.73,29.73,55.0
21205,18.4,4.23,0.84,0.95,40.39,67.0
21206,12.32,4.47,0.9,2.16,29.86,58.0
21207,8.51,4.36,0.97,1.38,13.35,63.0
21208,9.63,2.97,0.75,1.55,15.9,54.0
21209,17.32,4.47,0.95,1.04,14.38,64.0
21210,16.53,4.47,1.09,0.92,15.67,67.0
21211,17.68,4.57,1.07,1.93,21.96,71.0
21212,8.59,4.52,0.91,1.25,20.8,56.0
21213,27.8,3.85,0.94,1.18,18.36,59.0
21214,14.56,3.87,0.96,0.95,25.87,61.0
21215,16.05,3.44,0.81,1.72,30.12,60.0
21216,8.03,4.11,0.91,1.43,26.67,60.0
21217,24.0,3.58,1.16,2.18,26.54,72.0
21218,41.09,3.14,1.0,0.73,25.26,79.0
21219,39.27,2.34,0.84,1.29,23.88,58.0
21220,30.64,2.52,0.85,1.58,27.95,63.0
21221,14.82,3.14,1.13,1.47,26.25,69.0
21222,18.2,2.43,1.02,1.11,27.21,77.0
21223,3.18,2.55,0.76,0.97,31.97,68.0
21224,7.75,2.88,0.82,1.07,39.53,61.0
21225,13.74,4.03,1.03,2.54,27.43,62.0
21226,22.02,3.87,1.04,5.44,30.05,69.0
21227,19.35,2.6,0.95,9.18,34.48,60.0
21228,17.01,2.92,0.92,9.53,36.96,59.0
21229,26.2,3.85,1.09,10.17,37.51,66.0
21230,21.36,3.98,1.1,9.44,41.04,67.0
21231,21.4,3.18,0.95,9.01,40.88,65.0
21232,19.01,3.47,1.08,8.21,32.8,65.0
21233,14.52,2.51,1.01,9.28,35.34,64.0
21234,9.64,2.16,1.02,8.68,32.36,63.0
21235,18.73,3.25,1.12,9.43,38.87,69.0
21236,21.32,4.56,1.26,8.44,34.03,71.0
21237,39.67,5.78,1.83,10.05,35.31,95.0
21238,28.95,5.87,3.71,9.64,28.46,136.0
21239,22.08,4.16,2.03,9.71,34.36,111.0
21240,21.53,3.55,4.11,9.91,24.68,156.0
21241,13.55,2.59,0.83,7.1,27.76,61.0
21242,30.45,4.45,1.06,7.93,31.24,67.0
21243,25.22,14.47,1.08,8.84,25.21,72.0
21244,22.23,17.41,1.01,9.3,28.4,80.0
21245,24.63,21.11,1.09,9.27,24.04,71.0
21246,16.2,21.44,1.12,9.61,27.77,76.0
21247,22.78,23.24,1.5,8.61,17.12,91.0
21248,19.88,18.38,1.13,9.27,32.53,83.0
21249,20.91,20.14,1.24,8.56,29.64,76.0
21250,23.36,26.13,1.32,9.23,33.3,93.0
21251,39.81,24.52,1.3,9.93,32.06,83.0
21252,22.79,21.22,1.2,8.17,29.61,80.0
21253,22.79,21.72,1.29,8.76,27.88,82.0
21254,11.23,20.93,1.1,7.86,22.96,73.0
21255,11.17,9.46,0.8,7.79,24.27,61.0
21256,16.88,16.98,1.12,8.27,27.85,72.0
21257,25.81,24.3,1.63,9.56,21.71,90.0
21258,27.99,23.43,1.47,8.54,26.59,96.0
21259,37.99,17.64,1.2,8.2,32.49,88.0
21260,32.3,18.07,1.14,8.98,58.08,90.0
21261,24.68,21.04,1.34,9.09,39.31,90.0
21262,17.82,14.82,1.16,8.48,40.55,76.0
21263,17.78,24.86,1.33,9.68,43.46,79.0
21264,27.24,23.66,1.33,9.46,45.3,88.0
21265,34.11,24.62,1.4,9.49,40.34,91.0
21266,27.66,23.7,1.4,9.24,42.26,87.0
21267,39.57,21.3,1.44,9.56,41.61,91.0
21268,17.89,14.27,1.3,8.33,32.31,78.0
21269,19.4,21.04,1.47,8.9,31.46,88.0
21270,32.25,26.23,1.56,11.62,40.86,92.0
21271,29.26,12.41,1.2,7.76,43.04,80.0
21272,34.5,30.54,1.49,11.15,47.89,98.0
21273,21.36,22.06,1.39,10.05,38.84,90.0
21274,29.94,24.17,1.56,9.48,29.93,97.0
21275,30.65,24.07,1.58,10.2,39.35,102.0
21276,38.11,21.6,1.53,9.74,46.2,97.0
21277,44.8,23.69,1.66,9.65,42.96,96.0
21278,51.96,29.92,1.94,9.43,38.6,101.0
21279,36.39,16.66,1.56,9.57,46.83,99.0
21280,12.52,16.21,1.59,9.48,47.93,92.0
21281,21.29,24.75,1.89,9.29,29.09,103.0
21282,32.54,29.29,1.63,8.58,37.06,89.0
21283,45.06,27.49,2.26,9.3,44.11,110.0
21284,44.74,27.32,1.94,8.64,43.56,108.0
21285,40.42,26.8,1.49,9.03,40.43,92.0
21286,35.96,23.08,1.41,10.15,42.93,85.0
21287,36.18,21.04,0.96,8.78,37.71,70.0
21288,39.12,24.75,0.76,8.87,34.07,72.0
21289,30.58,19.58,0.92,7.68,46.14,78.0
21290,27.03,17.5,0.85,8.36,43.66,71.0
21291,36.85,27.71,1.12,9.65,36.49,75.0
21292,30.37,30.16,1.12,9.47,35.13,75.0
21293,16.57,15.99,0.84,7.55,35.46,73.0
21294,31.99,23.64,0.99,8.15,40.21,74.0
21295,46.1,24.85,1.06,8.58,33.62,82.0
21296,35.23,30.0,1.01,9.89,46.81,89.0
21297,34.52,22.22,0.82,10.6,50.65,83.0
21298,45.18,26.77,0.97,9.13,51.15,87.0
21299,48.75,26.54,0.91,8.56,58.43,82.0
21300,61.78,25.43,1.06,8.77,58.14,97.0
21301,47.74,27.92,0.97,8.71,54.89,98.0
21302,38.16,24.09,0.95,8.61,54.29,85.0
21303,31.66,24.82,0.88,9.17,46.57,68.0
21304,28.79,23.12,0.94,8.79,38.07,66.0
21305,31.86,24.67,1.15,7.65,29.1,79.0
21306,25.78,22.73,1.04,8.05,34.92,65.0
21307,22.57,22.81,0.99,8.46,37.51,66.0
21308,25.61,23.56,1.06,8.76,33.38,65.0
21309,30.53,21.07,1.06,7.8,36.8,66.0
21310,29.85,22.96,1.03,7.75,41.96,71.0
21311,29.88,17.18,0.85,8.42,52.55,71.0
21312,28.72,20.0,0.87,9.13,53.33,71.0
21313,38.14,22.43,0.97,8.24,53.45,77.0
21314,55.14,26.53,1.13,9.48,52.46,94.0
21315,50.29,20.44,1.07,9.09,53.25,93.0
21316,43.18,23.19,1.05,8.28,56.73,98.0
21317,42.92,18.95,0.92,7.65,51.58,83.0
21318,32.97,16.57,0.83,7.72,55.43,69.0
21319,38.13,24.45,1.04,7.37,47.23,73.0
21320,30.37,20.46,0.88,9.16,44.03,65.0
21321,36.27,19.56,1.0,8.28,41.08,69.0
21322,27.97,17.95,0.87,8.51,46.71,71.0
21323,32.0,16.95,0.92,9.66,40.6,63.0
21324,38.32,17.99,0.98,10.1,48.19,70.0
21325,36.14,18.42,0.95,10.59,51.13,68.0
21326,98.87,23.62,1.29,10.76,52.3,215.0
21327,39.01,23.63,1.02,11.91,46.07,84.0
21328,36.41,22.49,1.09,10.17,44.08,72.0
21329,42.33,21.5,1.15,8.53,43.74,73.0
21330,37.2,22.65,0.87,5.63,48.64,83.0
21331,44.53,20.72,0.86,4.36,50.41,82.0
21332,51.95,17.85,1.02,8.11,46.08,85.0
21333,58.39,23.93,0.95,5.11,52.61,108.0
21334,42.38,23.28,0.73,5.63,63.0,100.0
21335,40.38,25.06,0.66,6.48,69.11,98.0
21336,48.83,27.54,0.82,6.87,55.25,89.0
21337,38.85,25.97,0.79,7.58,43.76,81.0
21338,44.96,26.83,1.01,6.61,47.92,92.0
21339,32.33,22.12,0.75,5.49,55.44,89.0
21340,36.26,25.2,0.99,5.74,42.28,86.0
21341,36.83,27.32,1.02,6.29,51.43,89.0
21342,38.81,24.06,1.03,5.08,54.66,92.0
21343,36.46,24.81,1.1,6.73,51.53,102.0
21344,38.7,28.39,1.29,5.78,46.5,93.0
21345,42.26,24.9,1.07,6.48,52.67,126.0
21346,32.56,17.26,0.98,6.67,50.62,100.0
21347,30.9,23.26,1.39,5.51,47.03,96.0
21348,28.39,24.1,1.82,4.75,35.92,100.0
21349,40.19,24.17,2.17,3.82,29.52,107.0
21350,37.47,27.82,1.52,4.91,31.83,110.0
21351,30.49,19.07,0.73,4.42,27.06,76.0
21352,32.73,15.07,0.84,6.27,24.6,64.0
21353,28.37,10.35,0.97,6.45,30.78,64.0
21354,26.95,15.07,1.05,6.92,37.24,68.0
21355,37.64,18.15,1.08,6.41,39.97,73.0
21356,29.75,17.57,1.1,6.12,40.62,74.0
21357,31.49,17.69,1.05,7.67,44.33,74.0
21358,29.1,19.15,1.08,7.02,50.3,87.0
21359,31.04,15.33,0.92,8.57,47.0,85.0
21360,25.49,11.74,0.74,8.75,43.06,60.0
21361,30.67,16.04,0.93,8.27,45.65,62.0
21362,39.09,15.24,1.03,7.16,41.94,74.0
21363,20.54,16.74,1.04,7.17,41.09,67.0
21364,25.51,15.12,0.97,7.53,45.49,68.0
21365,31.27,16.67,1.06,6.45,45.88,77.0
21366,30.55,13.65,0.97,5.17,42.77,71.0
21367,27.46,10.02,0.88,5.66,45.7,66.0
21368,27.12,11.21,0.96,5.54,40.42,65.0
21369,21.74,8.39,0.87,6.32,42.23,57.0
21370,25.26,7.82,0.85,5.9,38.14,68.0
21371,25.07,8.44,0.88,5.55,42.63,70.0
21372,29.67,8.37,0.96,4.42,53.93,74.0
21373,28.9,8.43,0.94,5.04,49.23,78.0
21374,18.2,9.41,0.77,5.81,36.25,60.0
21375,20.38,8.49,0.72,7.88,35.2,52.0
21376,19.28,7.91,0.65,6.65,40.33,70.0
21377,15.98,7.98,0.67,6.46,36.55,55.0
21378,23.01,7.13,0.68,7.38,38.57,61.0
21379,27.02,7.28,0.6,6.11,46.56,60.0
21380,28.89,8.15,0.48,5.47,44.84,66.0
21381,25.56,9.01,0.46,4.28,37.6,60.0
21382,16.88,10.18,0.32,4.24,30.17,59.0
21383,18.57,9.56,0.46,6.0,34.58,53.0
21384,18.85,8.86,0.47,5.79,51.56,61.0
21385,19.06,7.91,0.52,5.76,46.01,63.0
21386,17.15,7.61,0.51,5.4,39.11,56.0
21387,20.62,7.52,0.5,5.29,35.92,55.0
21388,22.32,6.32,0.49,5.43,39.28,58.0
21389,24.24,7.3,0.51,5.7,43.58,63.0
21390,23.55,6.46,0.49,6.31,40.95,66.0
21391,18.34,5.66,0.46,5.28,36.84,52.0
21392,15.59,6.31,0.49,5.9,36.95,50.0
21393,14.81,6.76,0.5,6.13,40.74,62.0
21394,13.37,6.13,0.42,5.17,42.84,56.0
21395,10.74,6.07,0.38,5.05,28.32,49.0
21396,15.01,7.99,0.48,5.8,29.78,46.0
21397,13.77,8.41,0.49,5.74,32.43,53.0
21398,15.9,8.4,0.48,5.72,33.23,51.0
21399,15.97,8.08,0.42,5.17,29.95,50.0
21400,15.73,7.8,0.43,5.51,30.46,59.0
21401,18.42,8.36,0.45,5.31,30.76,53.0
21402,23.19,6.97,0.4,5.57,35.45,58.0
21403,14.13,8.98,0.49,5.5,42.41,63.0
21404,23.84,10.01,0.44,5.62,44.55,60.0
21405,18.54,9.67,0.51,5.52,38.97,57.0
21406,20.57,9.52,0.46,5.32,39.23,57.0
21407,17.43,8.01,0.45,5.29,34.11,54.0
21408,23.64,7.73,0.49,5.4,40.83,55.0
21409,18.36,5.68,0.46,5.36,38.72,58.0
21410,25.86,8.81,0.45,5.42,36.06,55.0
21411,25.74,9.57,0.47,5.23,42.54,63.0
21412,20.76,11.07,0.58,5.68,37.83,66.0
21413,18.51,11.05,0.51,6.11,29.32,59.0
21414,13.96,10.21,0.47,5.19,24.44,61.0
21415,15.85,11.5,0.58,5.46,26.44,63.0
21416,14.9,7.09,0.43,5.92,30.16,63.0
21417,13.68,10.53,0.53,5.88,24.78,66.0
21418,19.88,11.7,0.6,5.73,26.32,65.0
21419,12.83,10.69,0.57,6.3,27.01,47.0
21420,15.39,11.0,0.53,5.26,28.47,53.0
21421,16.76,11.74,0.49,6.17,34.35,58.0
21422,15.99,10.75,0.56,5.78,43.58,59.0
21423,15.08,6.28,0.43,5.91,48.44,60.0
21424,15.7,10.31,0.53,4.94,47.64,64.0
21425,20.75,9.92,0.49,4.88,37.95,62.0
21426,20.26,10.53,0.52,5.15,31.41,56.0
21427,12.19,11.68,0.5,5.09,32.17,48.0
21428,11.41,11.6,0.54,5.12,35.45,48.0
21429,14.91,10.08,0.51,5.73,25.23,39.0
21430,16.15,6.67,0.43,6.1,32.04,46.0
21431,18.14,11.59,0.53,5.78,21.75,50.0
21432,16.22,12.74,0.62,5.93,25.07,47.0
21433,16.68,12.73,0.54,5.29,27.19,56.0
21434,17.4,12.44,0.56,6.18,27.9,56.0
21435,12.51,12.63,0.64,5.53,24.31,54.0
21436,9.86,11.45,0.61,7.33,26.96,54.0
21437,9.51,5.53,0.43,6.92,34.17,50.0
21438,9.56,9.5,0.5,5.32,23.69,42.0
21439,12.31,13.1,0.47,4.94,16.83,48.0
21440,11.92,9.15,0.25,4.64,14.84,35.0
21441,16.61,10.73,0.27,3.39,8.66,32.0
21442,16.81,12.68,0.29,3.74,9.92,38.0
21443,10.76,12.19,0.46,6.39,23.05,35.0
21444,10.15,4.65,0.42,8.92,27.2,35.0
21445,14.49,13.05,0.64,6.82,24.13,41.0
21446,23.6,8.09,0.38,6.87,20.87,41.0
21447,22.93,11.56,0.53,6.08,19.07,46.0
21448,24.21,15.02,0.61,6.31,16.1,46.0
21449,28.64,15.66,0.54,6.27,12.38,49.0
21450,26.26,11.41,0.46,6.22,17.69,52.0
21451,17.45,7.41,0.42,7.35,23.68,38.0
21452,28.24,13.69,0.65,7.19,21.01,45.0
21453,24.39,12.67,0.58,7.66,17.99,51.0
21454,27.92,12.51,0.54,5.72,15.06,58.0
21455,23.96,12.01,0.55,6.18,19.28,57.0
21456,20.32,11.08,0.43,6.04,20.45,50.0
21457,19.9,11.77,0.56,5.35,20.2,43.0
21458,15.74,7.52,0.38,5.56,20.74,42.0
21459,16.89,10.63,0.56,4.98,23.96,40.0
21460,28.45,14.36,0.67,5.36,26.45,50.0
21461,34.68,12.35,0.5,6.54,23.23,70.0
21462,28.01,13.57,0.51,6.14,27.5,58.0
21463,18.78,11.17,0.56,6.23,30.8,46.0
21464,18.06,9.5,0.61,8.38,29.89,42.0
21465,22.51,7.38,0.61,8.32,27.73,43.0
21466,23.17,10.75,0.68,8.07,25.61,49.0
21467,20.66,9.93,0.53,8.4,26.0,40.0
21468,2.0,2.3,0.42,6.15,22.1,41.0
21469,35.33,44.35,0.84,5.07,25.24,81.0
21470,40.64,52.89,1.07,6.57,16.24,112.0
21471,33.25,45.37,1.0,8.79,18.38,81.0
21472,26.64,36.51,0.88,9.97,27.98,81.0
21473,23.92,39.01,0.89,9.72,24.73,79.0
21474,28.42,42.76,1.09,8.99,27.01,79.0
21475,35.71,48.4,1.07,9.33,28.83,90.0
21476,37.09,49.9,1.09,9.28,33.36,93.0
21477,43.67,49.19,1.02,6.74,26.01,112.0
21478,44.76,47.01,1.1,4.76,33.86,104.0
21479,41.11,48.83,1.1,7.73,29.34,102.0
21480,46.5,49.36,1.09,11.05,39.16,95.0
21481,33.54,65.03,1.9,11.57,28.7,127.0
21482,11.98,37.86,0.95,19.13,67.74,135.0
21483,27.32,37.5,0.78,18.54,47.74,105.0
21484,22.75,37.72,0.79,25.13,32.89,84.0
21485,23.34,58.13,1.34,31.7,42.77,155.0
21486,24.49,43.69,0.94,35.21,28.28,138.0
21487,21.85,31.72,0.98,28.09,18.39,78.0
21488,23.4,29.87,1.11,31.45,20.92,79.0
21489,29.12,30.77,0.89,26.82,41.79,95.0
21490,22.44,37.52,1.15,30.72,37.79,90.0
21491,23.82,34.3,1.05,38.43,24.1,105.0
21492,16.53,29.24,0.94,46.26,16.92,67.0
21493,18.76,29.85,1.04,29.69,13.1,73.0
21494,23.64,31.32,1.1,26.89,13.39,79.0
21495,27.8,34.95,1.25,32.89,17.76,89.0
21496,24.73,33.23,1.17,32.63,21.29,95.0
21497,25.74,31.69,0.96,34.28,25.35,89.0
21498,30.37,34.63,1.07,27.96,22.94,94.0
21499,36.85,43.12,1.25,44.65,28.44,103.0
21500,23.77,33.73,1.09,37.9,24.9,101.0
21501,23.39,29.54,0.64,35.36,29.24,93.0
21502,39.42,53.0,0.62,47.11,28.33,85.0
21503,34.14,41.82,1.18,31.44,36.75,106.0
21504,28.14,34.82,1.02,35.15,35.95,101.0
21505,27.92,35.64,1.07,35.46,25.98,89.0
21506,25.7,39.56,1.15,26.2,24.28,83.0
21507,28.17,38.75,1.03,32.12,28.17,90.0
21508,26.93,38.95,1.1,39.42,33.16,102.0
21509,33.79,38.88,1.11,39.92,47.65,102.0
21510,33.73,33.98,1.02,35.43,42.24,102.0
21511,38.2,33.87,0.98,31.97,57.54,111.0
21512,47.01,36.96,1.17,37.63,49.99,108.0
21513,31.59,33.61,0.87,37.4,44.39,102.0
21514,30.39,38.65,0.86,38.41,42.86,93.0
21515,30.35,35.76,0.79,28.78,44.58,87.0
21516,32.44,28.77,0.64,30.59,41.06,87.0
21517,17.78,23.5,0.39,28.17,35.82,66.0
21518,9.53,12.87,0.43,11.18,43.5,63.0
21519,8.91,12.77,0.41,11.8,41.29,53.0
21520,10.56,12.97,0.47,12.63,38.43,60.0
21521,26.85,27.72,0.6,27.67,48.49,77.0
21522,29.45,38.84,0.8,37.97,41.44,77.0
21523,26.88,30.88,0.64,36.41,39.52,71.0
21524,26.75,32.96,0.79,27.0,19.97,68.0
21525,37.11,26.57,0.46,21.12,17.67,67.0
21526,42.4,35.13,0.79,28.26,58.59,102.0
21527,42.73,37.04,0.66,24.68,46.0,101.0
21528,42.7,42.25,0.7,31.11,40.2,98.0
21529,46.08,36.83,0.69,34.53,40.09,96.0
21530,63.33,41.67,1.06,30.31,27.79,98.0
21531,52.77,39.21,0.87,30.83,70.49,160.0
21532,41.43,33.77,0.71,31.09,72.47,188.0
21533,22.89,28.03,0.59,18.84,27.81,73.0
21534,28.28,23.62,0.73,15.97,32.27,64.0
21535,13.46,14.2,0.51,12.08,42.39,71.0
21536,24.93,25.39,0.58,20.6,37.3,65.0
