PM2.5,NO2,CO,SO2,O3,AQI
147.38,49.54,1.68,6.97,19.2,333.0
104.92,38.27,1.69,7.06,20.41,269.0
103.65,39.05,1.74,6.9,22.84,235.0
127.74,49.22,2.21,7.59,23.53,252.0
157.84,56.53,2.33,7.67,24.04,317.0
145.81,50.78,2.03,7.36,23.91,330.0
157.54,50.68,2.0,7.75,32.04,310.0
185.2,53.32,1.74,7.28,28.53,349.0
180.46,53.25,0.99,8.74,32.96,343.0
236.91,70.06,1.76,9.91,28.51,363.0
232.81,56.29,1.25,8.32,26.44,414.0
166.0,53.54,1.13,7.96,33.07,345.0
165.37,44.5,1.05,10.46,38.3,338.0
178.64,49.62,1.06,9.22,33.34,346.0
159.21,46.26,0.87,10.99,28.24,324.0
153.63,35.07,0.72,8.72,29.98,325.0
200.84,45.98,0.81,13.86,36.71,339.0
258.08,60.69,0.95,14.27,32.4,388.0
248.51,61.89,1.01,14.7,31.43,403.0
272.75,62.96,1.03,15.52,29.14,413.0
342.7,78.56,1.26,16.56,23.3,457.0
218.08,58.14,0.99,9.0,24.84,410.0
205.72,48.86,1.05,8.46,26.35,374.0
256.56,64.58,1.12,9.5,21.6,390.0
185.35,38.08,0.89,6.86,27.44,383.0
91.92,34.94,1.06,7.8,21.14,246.0
100.13,35.23,0.91,5.87,25.19,239.0
113.44,35.21,0.92,6.76,30.25,239.0
123.15,45.12,1.1,8.18,35.39,270.0
189.97,67.86,1.16,8.36,17.19,339.0
196.35,64.1,1.27,14.64,21.35,346.0
247.31,57.64,0.95,11.44,21.44,396.0
123.74,29.47,0.8,6.75,21.1,347.0
93.46,36.8,0.85,8.14,23.64,184.0
201.61,59.97,1.1,9.01,25.62,305.0
266.0,48.05,0.96,8.31,21.83,415.0
166.95,43.9,1.04,6.77,28.03,363.0
146.52,47.99,1.2,8.94,30.68,310.0
200.11,57.68,1.41,10.39,31.84,337.0
221.07,53.49,1.44,8.37,30.66,391.0
199.91,36.59,1.17,8.31,40.16,350.0
107.47,33.59,1.19,8.18,24.96,331.0
117.88,42.98,1.45,9.77,19.5,218.0
176.21,38.96,1.49,9.04,11.27,341.0
58.65,22.82,1.14,6.41,15.62,208.0
74.33,25.51,1.03,5.81,24.53,142.0
98.43,28.08,1.0,7.05,27.44,204.0
103.41,28.06,1.05,7.75,30.81,214.0
130.59,39.6,0.96,8.53,24.29,285.0
173.26,60.3,1.14,9.86,15.54,334.0
170.24,57.06,1.29,9.8,18.87,329.0
165.91,46.98,0.97,9.25,22.52,316.0
181.48,33.37,0.84,6.58,19.59,354.0
133.58,36.58,1.13,6.89,19.64,283.0
173.33,57.52,1.25,8.62,19.34,280.0
204.17,59.33,1.95,10.4,8.89,374.0
70.36,33.02,1.01,7.33,14.14,274.0
87.57,39.51,1.16,7.85,15.71,132.0
81.51,27.17,0.75,6.73,26.11,204.0
70.83,29.99,0.82,6.83,28.68,175.0
101.7,44.08,0.98,8.57,29.79,189.0
129.67,60.47,1.38,10.07,25.59,253.0
171.14,57.48,1.58,9.9,22.79,311.0
206.21,51.57,1.62,9.37,19.44,367.0
111.88,32.71,0.84,6.82,22.07,304.0
66.67,26.45,0.77,6.41,24.59,170.0
85.17,21.48,0.74,5.16,24.89,166.0
82.72,35.84,0.96,6.77,25.9,161.0
119.84,45.19,1.28,7.62,25.7,228.0
168.15,50.2,1.24,7.43,23.11,330.0
102.76,51.08,1.16,8.61,20.83,271.0
135.37,38.45,1.07,7.48,27.55,258.0
71.89,22.49,0.7,5.74,35.48,198.0
71.83,40.99,0.79,7.03,33.63,139.0
103.62,67.36,1.19,7.92,29.92,183.0
105.19,54.95,1.33,7.86,34.13,239.0
56.13,29.85,1.68,7.53,30.93,196.0
41.13,25.1,1.56,5.77,32.48,122.0
80.97,41.59,1.51,6.55,31.31,136.0
150.97,58.75,1.6,9.54,29.87,274.0
142.49,31.52,1.51,8.29,24.5,319.0
95.72,25.97,1.32,8.17,22.58,230.0
94.8,30.31,1.1,9.53,27.63,228.0
85.41,31.28,1.05,11.23,34.01,173.0
107.74,34.56,1.29,8.87,35.45,220.0
134.05,40.62,1.2,9.7,28.26,288.0
95.73,39.4,1.01,10.92,24.54,234.0
87.66,39.07,1.05,10.5,28.93,198.0
114.03,51.18,1.59,11.57,33.53,222.0
119.49,50.69,1.25,12.22,37.18,279.0
95.71,48.46,1.14,12.57,37.47,207.0
111.27,44.45,1.63,11.09,33.1,218.0
77.39,38.8,1.0,9.74,39.39,212.0
61.98,37.47,0.95,9.37,38.74,130.0
83.08,29.17,1.14,11.81,43.96,149.0
107.51,29.06,1.19,11.73,44.76,237.0
99.81,31.67,1.29,11.56,44.18,212.0
110.71,49.06,2.04,10.38,40.83,254.0
114.58,34.14,1.51,8.01,44.33,270.0
59.16,21.08,1.22,7.39,47.14,139.0
58.24,16.2,1.01,7.65,52.6,110.0
66.42,26.21,1.15,8.7,37.14,134.0
97.85,46.89,1.76,9.21,30.84,190.0
77.36,39.58,1.12,8.7,29.4,217.0
84.31,32.99,1.28,9.23,36.16,172.0
109.08,54.82,1.37,10.35,34.49,215.0
159.65,90.13,1.83,12.14,33.22,304.0
142.6,67.79,1.68,10.69,43.71,315.0
86.06,105.89,1.29,8.89,35.92,261.0
62.23,98.09,1.17,10.1,39.72,137.0
107.33,106.43,1.5,9.21,38.18,204.0
136.13,55.58,1.97,10.67,44.11,291.0
175.0,55.78,2.07,7.76,40.34,336.0
132.84,35.22,1.68,7.29,42.04,315.0
109.96,31.29,1.6,8.04,33.79,232.0
72.32,30.7,1.3,6.75,32.68,195.0
62.99,38.28,1.53,6.6,40.69,153.0
75.07,43.93,1.61,6.91,53.66,155.0
84.56,39.37,1.65,6.81,53.46,197.0
99.92,41.73,1.36,7.25,48.94,197.0
129.92,37.55,1.87,8.25,34.46,278.0
96.67,43.17,1.14,7.44,37.47,253.0
74.99,28.8,1.09,7.58,41.94,169.0
70.01,33.33,1.14,7.29,38.41,150.0
82.71,26.79,1.1,5.86,27.93,171.0
46.96,30.69,1.16,5.38,29.37,136.0
54.78,27.78,1.06,5.69,39.08,115.0
48.72,30.36,1.05,6.65,43.57,95.0
79.74,29.53,1.28,8.06,47.16,132.0
107.92,36.21,1.48,7.82,46.26,230.0
140.88,49.29,1.62,9.92,46.37,258.0
123.56,35.22,1.24,8.04,42.78,314.0
86.39,36.59,1.24,7.71,46.65,223.0
121.98,38.49,1.54,10.23,47.59,218.0
126.11,38.0,1.45,10.62,37.25,298.0
148.62,22.33,0.88,8.43,39.02,222.0
145.0,21.97,0.96,8.2,38.15,283.0
138.55,30.78,1.33,8.28,37.53,287.0
151.26,50.61,1.7,11.83,44.06,287.0
167.31,38.12,1.63,9.23,33.47,322.0
93.19,29.42,1.31,7.74,34.24,277.0
64.16,27.25,1.09,7.64,30.11,151.0
61.07,27.6,1.25,7.49,31.6,141.0
57.79,27.59,1.1,6.78,51.09,124.0
49.24,20.81,1.04,5.58,60.4,112.0
67.74,32.39,1.3,6.84,50.92,121.0
85.04,33.07,1.12,7.45,45.54,183.0
97.59,25.31,1.03,7.29,47.37,197.0
91.98,25.98,1.15,7.77,39.75,219.0
82.16,32.83,1.61,9.18,31.5,210.0
78.3,23.23,1.4,6.72,47.31,164.0
72.91,24.94,1.24,5.09,37.99,183.0
71.58,19.31,1.27,6.31,43.47,178.0
85.72,22.09,1.5,6.83,45.17,198.0
86.79,18.63,1.26,6.56,42.82,223.0
84.52,19.65,1.11,6.59,37.23,192.0
63.96,16.72,1.06,5.52,27.47,167.0
82.43,15.15,1.15,5.62,39.72,144.0
86.76,18.12,1.38,6.45,44.33,196.0
84.27,20.14,1.42,7.8,44.1,189.0
90.35,22.26,1.47,8.52,38.63,203.0
73.06,29.43,1.32,7.02,35.97,189.0
70.32,27.1,1.15,4.63,31.33,150.0
63.6,26.3,1.38,4.58,35.36,142.0
63.22,26.49,1.26,4.92,40.74,125.0
83.69,27.86,1.49,5.65,38.31,160.0
86.09,26.58,1.67,6.61,40.29,211.0
86.52,28.12,1.2,6.92,43.66,175.0
111.94,26.13,1.24,5.95,40.37,231.0
92.22,23.99,0.92,4.23,50.75,230.0
68.09,22.19,0.88,4.81,49.58,167.0
96.37,21.19,1.12,4.68,51.18,176.0
76.36,20.99,1.04,4.73,51.5,184.0
95.09,22.47,0.91,5.59,50.36,174.0
84.49,21.32,0.9,6.67,52.26,195.0
102.45,20.87,0.9,5.1,50.88,205.0
47.49,21.55,0.77,4.45,46.9,145.0
61.01,22.05,0.97,6.32,52.49,104.0
82.55,22.69,0.97,5.03,56.29,151.0
84.51,21.84,1.0,8.71,50.92,183.0
72.91,20.28,0.71,8.01,49.19,173.0
59.04,20.82,0.93,4.6,40.71,144.0
94.34,21.79,0.9,4.33,39.25,162.0
75.84,20.54,0.93,3.64,34.76,202.0
115.06,23.81,0.84,6.06,50.72,225.0
66.13,21.13,0.74,3.43,34.18,199.0
58.23,18.65,0.84,3.93,26.62,113.0
66.8,26.68,1.04,4.55,43.19,114.0
78.08,23.5,1.26,5.82,42.75,160.0
60.93,22.01,1.18,6.34,47.38,138.0
81.44,24.04,1.43,5.06,49.3,164.0
82.08,25.72,1.04,4.48,35.87,207.0
41.2,26.77,1.02,3.06,31.48,112.0
71.26,31.43,1.15,4.71,43.74,115.0
63.03,27.36,1.26,5.08,34.39,151.0
73.65,33.25,1.14,4.55,31.31,143.0
79.54,30.24,1.06,5.11,42.03,161.0
91.73,26.47,1.07,4.28,64.68,199.0
108.96,26.17,1.23,4.7,33.39,226.0
87.76,21.59,1.17,4.72,42.98,239.0
67.45,20.34,1.1,4.37,39.57,124.0
75.85,20.45,1.24,4.37,25.61,172.0
32.12,20.67,1.08,5.13,21.47,104.0
42.34,22.68,1.04,5.67,24.11,94.0
50.97,28.71,1.57,7.37,26.49,98.0
31.56,28.67,1.23,5.74,40.07,105.0
20.26,28.66,1.35,4.67,14.2,107.0
27.27,26.64,1.38,4.46,31.5,104.0
23.2,26.16,1.14,3.96,11.11,80.0
35.86,25.66,1.26,4.57,14.5,90.0
41.57,27.09,1.06,3.03,15.33,92.0
47.8,28.82,1.22,3.82,20.69,91.0
51.37,22.37,1.28,5.73,22.49,95.0
54.98,22.05,1.11,5.81,17.6,84.0
55.45,23.03,1.37,5.98,31.84,114.0
37.99,24.0,1.05,6.3,24.56,78.0
46.6,23.89,0.89,4.97,24.45,102.0
45.67,25.97,0.88,5.03,28.11,88.0
60.65,24.98,1.0,6.51,23.27,103.0
52.96,24.47,0.82,6.48,36.02,112.0
39.05,23.01,0.79,14.1,28.19,86.0
40.14,22.39,1.0,14.27,36.33,81.0
44.28,21.66,0.93,8.93,31.33,86.0
23.53,23.2,0.92,3.98,33.65,78.0
19.09,22.15,0.89,4.12,33.36,72.0
22.01,19.05,0.83,5.05,37.51,79.0
25.45,19.92,0.8,4.68,31.56,67.0
36.63,17.69,1.12,5.19,20.97,95.0
20.89,17.66,0.96,5.06,19.34,80.0
24.05,19.71,1.05,4.65,28.68,75.0
30.74,17.66,1.31,4.01,32.6,91.0
46.89,20.03,1.16,4.28,22.55,91.0
75.32,19.13,1.13,5.88,34.08,145.0
41.9,18.09,1.06,5.57,31.81,108.0
36.86,19.88,1.13,5.46,43.73,108.0
38.05,21.92,1.36,5.58,37.16,103.0
25.74,17.34,1.21,5.39,24.45,86.0
26.5,17.16,1.62,6.02,25.04,98.0
27.16,21.18,1.59,5.44,25.33,107.0
26.69,17.36,1.4,4.82,27.54,94.0
33.83,18.28,1.8,5.09,24.37,92.0
36.43,19.76,1.78,4.27,19.8,100.0
27.48,21.88,2.37,4.29,23.17,103.0
26.94,20.51,2.77,3.85,24.96,116.0
27.9,19.63,2.01,4.18,24.87,105.0
27.22,19.13,1.08,3.71,33.65,83.0
17.57,19.0,1.29,4.16,20.28,81.0
21.25,18.33,1.1,3.89,20.82,60.0
23.98,21.17,1.0,3.62,20.15,64.0
34.31,22.21,1.07,4.15,21.69,69.0
33.56,21.78,1.13,4.33,19.55,80.0
32.74,30.85,1.08,4.27,19.34,74.0
28.99,18.5,1.11,3.64,21.46,78.0
32.59,19.81,1.13,4.61,28.83,72.0
28.96,17.83,0.97,6.26,36.69,78.0
24.95,15.28,0.78,5.98,43.38,74.0
29.82,19.25,0.98,5.85,32.03,66.0
36.52,24.37,1.03,5.08,29.05,85.0
34.82,23.64,0.9,4.89,31.39,73.0
34.99,23.51,1.54,4.56,29.97,93.0
38.3,21.34,2.29,5.47,26.45,104.0
44.99,24.77,2.65,6.45,25.16,110.0
46.37,26.67,2.51,5.01,26.21,103.0
36.07,21.93,1.91,4.9,24.49,102.0
40.88,19.38,0.97,4.82,23.47,85.0
33.81,20.93,0.93,5.87,24.92,73.0
36.0,18.91,1.01,4.78,30.05,72.0
41.64,17.35,1.09,4.83,29.74,75.0
28.29,18.2,1.08,4.47,25.21,73.0
22.19,18.21,1.1,4.21,25.75,63.0
26.93,18.53,0.96,4.42,26.43,67.0
35.24,18.6,1.02,4.65,35.66,74.0
45.2,17.89,1.03,5.05,34.3,76.0
50.13,17.84,1.03,4.06,31.22,92.0
26.46,18.02,1.08,5.11,22.44,95.0
30.97,17.13,0.97,5.13,30.95,77.0
34.33,16.81,0.79,4.61,29.4,81.0
28.45,18.11,0.91,4.71,24.53,69.0
32.1,17.52,0.92,4.07,26.48,69.0
25.43,19.72,1.09,4.59,32.39,81.0
28.32,20.64,1.07,4.7,24.93,72.0
33.75,22.21,1.01,5.28,19.91,86.0
37.33,22.11,0.95,5.6,20.55,89.0
28.43,21.21,0.97,4.85,23.77,81.0
33.05,21.38,0.93,6.11,23.93,72.0
34.53,22.6,1.03,4.99,22.55,85.0
33.36,20.5,1.09,3.94,25.16,92.0
21.75,18.64,0.91,4.19,26.03,70.0
12.76,18.32,0.97,4.46,22.06,67.0
16.17,16.9,0.84,3.04,23.48,54.0
16.06,16.65,0.67,3.02,23.23,52.0
17.44,21.12,0.78,3.9,19.91,52.0
30.24,23.71,0.97,5.04,19.96,65.0
29.31,22.62,0.81,3.73,23.17,66.0
36.25,21.23,1.12,4.52,22.97,76.0
40.55,21.78,1.35,4.4,21.49,91.0
63.48,20.84,1.23,3.74,31.16,104.0
64.84,25.5,1.19,3.93,31.45,126.0
80.3,29.57,1.18,5.04,29.82,146.0
84.3,28.62,1.18,5.65,35.11,167.0
89.18,25.94,1.36,4.46,31.29,197.0
63.28,30.13,1.38,5.5,30.3,149.0
84.96,37.12,1.48,6.61,28.13,160.0
70.45,33.32,1.16,4.46,32.11,162.0
85.66,34.97,1.08,4.56,43.56,160.0
92.1,35.65,1.1,5.75,35.88,208.0
84.95,30.27,1.12,4.11,35.32,198.0
88.51,29.76,1.27,8.83,33.1,198.0
100.53,32.92,1.32,4.86,36.99,222.0
97.48,38.47,1.36,4.22,27.79,226.0
100.9,45.03,1.37,5.17,26.61,210.0
132.03,36.05,1.36,5.37,23.94,260.0
130.14,36.43,1.19,4.38,29.96,301.0
132.12,48.15,1.19,6.85,28.34,288.0
136.04,56.8,1.19,6.27,26.49,280.0
119.54,58.47,1.24,5.88,26.03,293.0
92.62,38.17,1.02,6.15,32.01,235.0
74.94,62.62,1.32,6.64,26.0,180.0
115.56,64.36,0.99,9.5,26.24,193.0
212.66,67.87,1.42,11.27,28.37,356.0
172.24,68.2,1.22,9.43,26.64,356.0
180.88,61.6,1.28,7.83,24.85,330.0
226.63,80.61,1.16,9.22,24.81,364.0
239.79,81.36,1.33,11.59,37.76,383.0
296.73,94.87,1.22,13.13,49.12,428.0
262.62,67.88,0.73,9.95,55.48,431.0
382.96,55.83,0.99,7.8,47.57,453.0
230.03,49.05,0.84,8.92,41.37,455.0
184.59,57.36,0.93,9.32,24.88,353.0
221.38,72.7,1.33,13.16,29.59,369.0
188.06,66.58,1.27,14.77,32.97,362.0
161.6,60.77,1.18,10.19,31.36,332.0
105.68,44.77,1.53,7.82,26.51,265.0
137.17,39.5,1.63,8.25,39.84,245.0
180.1,49.0,1.56,10.11,47.48,307.0
205.01,58.81,2.1,13.71,42.41,362.0
178.75,66.02,1.31,15.81,54.08,357.0
160.59,56.97,1.66,15.97,47.44,342.0
150.74,57.04,1.42,14.16,44.06,326.0
104.57,45.35,0.89,9.9,41.61,289.0
90.98,42.48,1.56,7.92,42.89,187.0
110.45,54.57,1.56,12.68,39.72,225.0
160.93,46.02,1.54,11.39,51.19,300.0
159.64,49.1,1.14,11.22,48.28,330.0
152.58,54.4,1.05,11.77,42.84,327.0
149.87,48.49,1.26,9.73,38.32,330.0
118.61,42.33,0.79,8.64,43.71,292.0
157.04,63.58,1.13,10.04,47.0,276.0
230.11,76.96,1.63,18.23,49.53,365.0
207.97,46.79,1.32,13.69,50.64,373.0
212.9,37.0,1.09,9.28,49.72,377.0
73.1,34.38,1.15,10.41,35.63,262.0
83.77,35.81,1.06,9.31,30.34,178.0
97.5,32.7,1.22,6.17,45.73,207.0
107.21,38.19,1.42,7.81,49.6,246.0
134.98,39.7,1.82,6.73,56.45,275.0
153.91,56.83,2.1,8.96,46.86,291.0
186.49,71.21,0.95,15.7,41.39,340.0
198.7,59.47,1.02,16.09,28.97,362.0
161.68,56.84,1.18,20.77,26.27,343.0
184.31,53.69,1.12,18.48,22.69,352.0
148.87,53.29,1.3,12.07,24.75,308.0
162.21,56.73,1.9,14.18,15.74,314.0
207.35,87.6,1.82,15.6,18.73,361.0
159.23,81.37,1.24,16.29,16.58,348.0
107.6,17.29,1.08,11.24,19.93,304.0
58.15,15.38,1.18,10.77,20.46,147.0
66.88,19.78,1.25,13.06,17.99,126.0
76.28,18.23,1.69,9.81,18.38,153.0
82.48,10.94,1.76,8.51,18.36,164.0
92.47,12.47,1.93,8.12,17.47,170.0
139.59,19.67,1.35,11.74,13.58,251.0
185.45,30.62,1.86,12.57,12.75,323.0
215.0,42.09,1.89,27.4,17.22,366.0
177.24,30.53,1.73,12.27,13.55,365.0
140.5,19.6,1.56,13.91,12.52,306.0
158.8,19.94,1.52,15.12,11.28,315.0
186.34,18.74,1.63,24.4,11.47,307.0
162.49,33.24,1.06,11.49,16.71,327.0
180.21,74.98,1.11,10.2,34.48,326.0
184.93,82.19,1.53,12.63,25.59,352.0
148.01,76.29,1.18,12.61,29.92,339.0
157.85,59.32,1.23,10.24,29.28,320.0
244.22,92.38,1.91,21.58,26.22,350.0
286.23,86.74,2.35,26.48,26.13,442.0
182.39,83.43,2.5,28.94,23.98,361.0
123.99,80.79,1.38,8.49,19.37,313.0
109.44,76.78,1.9,11.96,20.27,245.0
99.13,67.26,1.52,9.43,19.38,210.0
135.19,70.42,2.35,15.94,19.15,262.0
156.42,104.77,1.45,18.43,18.09,308.0
190.4,77.03,1.18,13.23,22.01,344.0
100.5,50.72,1.15,9.52,28.78,247.0
107.48,46.27,1.38,9.53,29.36,198.0
179.95,79.2,1.52,12.16,30.66,281.0
227.28,86.61,1.76,27.16,30.04,377.0
210.89,56.48,1.23,20.11,24.18,377.0
165.2,82.31,1.85,7.87,34.9,323.0
179.18,97.65,2.24,9.84,17.6,354.0
103.3,49.16,1.59,6.44,30.7,294.0
54.54,61.42,1.86,10.21,30.24,122.0
79.13,56.21,1.45,10.02,16.38,161.0
68.76,55.46,1.37,8.2,14.33,138.0
110.74,56.48,1.42,8.96,20.22,191.0
139.53,81.18,1.32,11.34,23.55,256.0
166.91,73.59,1.74,13.29,21.36,356.0
91.35,45.54,1.07,10.29,28.89,249.0
90.23,53.63,1.45,11.11,29.38,156.0
132.72,77.48,1.68,11.22,28.27,267.0
153.83,80.18,2.25,10.76,23.44,303.0
150.69,84.52,2.12,11.15,23.99,337.0
168.34,48.86,1.88,10.07,34.09,325.0
137.5,28.59,1.92,7.79,36.45,313.0
52.72,36.79,2.45,6.94,29.62,195.0
70.64,45.07,2.82,10.6,28.41,147.0
111.69,47.88,2.29,8.9,24.82,224.0
102.35,41.78,1.62,8.33,26.28,216.0
126.7,54.62,1.75,9.01,23.89,239.0
151.07,65.73,2.51,10.4,24.37,307.0
126.3,42.87,1.67,9.27,26.77,278.0
117.93,44.36,1.71,7.83,25.75,230.0
144.71,45.01,1.38,6.4,35.96,309.0
127.6,53.58,1.33,7.71,26.75,248.0
135.9,77.57,1.41,7.32,26.62,272.0
128.8,69.99,1.29,6.96,28.12,275.0
125.22,65.86,1.53,9.3,27.96,267.0
117.26,55.38,1.1,10.3,29.97,253.0
105.78,47.2,1.02,8.81,24.55,244.0
102.62,31.79,0.84,10.2,26.94,192.0
78.38,37.93,1.03,9.76,23.03,214.0
118.46,53.08,1.18,8.15,24.11,209.0
131.9,47.02,1.14,7.32,25.15,283.0
94.18,38.99,0.96,8.1,39.35,232.0
109.26,64.63,1.25,11.26,40.48,249.0
110.53,36.81,0.82,7.15,55.78,227.0
76.06,15.99,1.06,8.27,55.98,198.0
43.32,22.72,1.13,8.27,37.41,103.0
112.99,32.13,1.19,7.23,21.28,173.0
100.96,35.17,1.36,6.47,26.32,222.0
50.83,20.95,1.17,5.31,39.24,167.0
43.62,32.74,1.24,5.29,37.33,97.0
50.0,35.33,1.28,6.44,35.12,92.0
63.36,44.43,1.29,6.4,42.81,116.0
76.54,40.11,1.35,6.87,47.24,147.0
66.13,34.18,1.25,6.22,42.76,148.0
65.34,41.53,1.19,6.52,37.2,136.0
77.06,41.29,1.12,7.18,38.34,144.0
89.44,45.89,1.1,8.28,42.33,191.0
83.4,33.11,1.1,5.96,38.37,182.0
46.58,23.29,1.08,4.83,38.6,125.0
33.25,20.67,1.18,5.36,39.7,80.0
61.96,24.5,1.08,6.77,37.03,91.0
45.29,25.74,1.1,5.9,36.14,128.0
95.33,27.43,1.12,6.98,31.35,163.0
65.48,31.13,1.1,8.3,35.62,165.0
62.4,30.62,1.09,7.94,45.8,112.0
44.03,20.47,1.09,5.19,34.83,111.0
40.6,21.79,1.09,5.9,29.84,74.0
44.07,19.24,1.1,6.45,34.5,96.0
51.06,24.55,1.08,5.95,31.11,86.0
75.48,32.31,1.06,7.61,31.53,134.0
74.41,29.84,1.03,6.88,34.27,164.0
108.53,30.95,1.16,6.4,39.61,183.0
115.54,40.02,1.13,7.88,44.36,252.0
80.01,23.66,1.03,5.51,38.06,219.0
60.47,16.31,1.07,4.27,35.96,128.0
72.86,13.21,1.05,4.55,37.21,122.0
100.15,16.12,1.07,4.6,34.65,207.0
88.32,13.21,0.99,4.89,31.82,237.0
45.41,8.3,1.01,6.54,37.84,108.0
45.85,8.91,1.0,7.84,25.53,77.0
35.31,10.39,1.01,4.93,32.18,73.0
33.5,8.84,0.99,5.46,38.54,64.0
39.91,8.8,1.02,5.94,42.16,69.0
46.17,8.99,1.01,6.21,37.28,85.0
66.67,18.07,0.99,5.92,27.68,116.0
49.02,10.05,0.96,6.27,33.27,115.0
36.76,11.08,0.97,6.07,35.36,81.0
37.82,10.56,0.99,6.43,33.08,71.0
54.39,12.55,0.99,6.64,29.91,91.0
46.26,11.21,0.99,6.49,31.38,90.0
41.85,12.09,0.98,5.85,27.77,75.0
46.3,17.44,1.01,6.72,27.87,77.0
43.45,12.21,0.92,6.66,30.0,94.0
53.91,15.51,1.0,7.23,37.27,81.0
65.52,21.42,0.99,8.08,29.1,121.0
62.39,17.93,0.98,6.93,24.84,151.0
55.36,21.13,1.04,7.6,18.6,93.0
80.7,25.73,0.88,7.33,22.11,157.0
65.8,20.53,0.91,7.25,20.48,138.0
84.4,21.96,0.87,8.79,22.13,160.0
79.72,25.3,0.99,10.04,19.8,211.0
64.07,16.42,1.04,8.71,21.16,140.0
59.38,19.31,1.07,10.59,21.52,125.0
49.13,14.48,1.03,6.62,19.7,91.0
43.27,13.5,1.0,6.54,22.41,81.0
52.6,16.38,1.0,6.36,23.51,84.0
68.37,23.71,1.05,8.37,24.39,112.0
64.63,15.6,1.02,6.67,33.12,142.0
62.85,16.97,1.05,8.67,24.99,120.0
45.35,10.89,1.0,5.78,23.97,95.0
29.19,12.94,0.96,6.16,23.11,69.0
41.72,12.78,0.98,6.71,23.16,64.0
44.77,13.74,1.0,6.54,23.39,74.0
49.27,15.08,0.98,8.36,31.42,83.0
45.79,11.85,1.0,5.44,28.24,82.0
37.81,11.21,1.01,6.0,26.78,67.0
39.83,11.84,1.0,7.72,28.22,63.0
42.14,15.63,1.07,7.42,19.64,73.0
35.49,13.75,0.99,6.38,21.55,83.0
32.63,14.18,0.87,6.14,26.63,64.0
39.25,13.8,0.85,6.02,33.77,73.0
50.91,14.74,0.82,7.13,40.69,77.0
56.14,12.32,0.88,7.08,44.38,103.0
63.31,8.97,0.88,7.05,38.5,122.0
59.8,12.38,0.87,7.18,33.78,140.0
58.92,12.95,0.81,7.7,34.29,106.0
59.92,16.64,0.88,9.44,31.25,143.0
55.4,14.28,0.92,8.0,22.81,107.0
77.19,19.73,0.83,8.44,22.08,142.0
52.42,18.53,0.82,5.39,21.61,143.0
64.24,22.86,0.89,5.94,22.52,107.0
68.13,22.77,0.83,7.35,26.95,151.0
59.78,23.51,0.87,7.79,28.31,113.0
101.41,15.03,0.81,10.59,28.45,209.0
60.52,13.77,0.83,8.71,35.42,152.0
81.15,14.57,1.01,8.22,39.65,158.0
57.56,9.61,1.14,5.57,36.74,164.0
71.25,17.58,1.33,6.25,33.04,134.0
67.24,18.61,1.1,5.89,31.37,173.0
71.23,18.97,1.17,6.39,38.78,147.0
107.05,14.3,1.18,6.03,37.29,205.0
38.92,8.42,1.02,4.66,36.68,135.0
46.61,9.2,1.08,4.95,36.09,78.0
46.72,11.29,1.24,5.62,29.22,97.0
37.56,12.38,1.15,4.31,26.35,81.0
47.72,14.45,1.19,5.78,38.02,85.0
48.38,16.23,1.07,5.57,40.95,99.0
65.45,18.09,1.13,7.3,37.94,110.0
61.74,10.59,1.09,5.65,39.31,142.0
51.38,16.4,1.11,5.57,37.11,100.0
31.01,14.54,1.13,5.69,30.8,84.0
29.99,13.52,1.12,5.82,36.71,70.0
53.23,16.9,1.12,6.52,34.27,77.0
79.9,22.28,1.19,4.98,42.58,148.0
91.02,15.44,1.13,6.39,51.12,193.0
79.09,15.07,1.18,6.0,44.3,183.0
71.59,10.4,1.19,6.89,42.83,166.0
51.8,10.32,1.06,6.05,47.41,117.0
41.87,9.22,1.03,6.44,45.48,91.0
46.39,11.68,1.07,6.84,48.03,79.0
31.6,9.35,1.11,5.93,51.25,76.0
39.69,12.42,1.14,6.76,46.7,73.0
35.98,9.99,1.18,6.05,51.53,75.0
35.25,8.1,1.07,5.3,48.21,70.0
36.49,7.85,1.01,5.34,54.11,78.0
29.43,7.92,1.06,5.08,49.52,71.0
29.44,7.97,1.02,5.27,49.16,64.0
34.52,11.73,1.11,5.17,47.86,72.0
45.74,23.96,1.2,4.86,47.33,90.0
54.97,28.99,1.16,4.93,42.23,116.0
38.9,20.1,0.98,3.97,46.84,81.0
32.23,19.22,0.8,3.77,56.36,74.0
34.58,17.67,0.81,2.85,56.4,77.0
30.19,18.47,0.8,3.36,43.61,65.0
38.27,11.94,0.72,4.31,41.17,69.0
34.97,14.44,0.73,6.02,36.07,76.0
18.44,22.6,1.3,22.0,34.0,73.0
18.07,29.98,1.36,19.58,35.44,82.0
18.55,28.9,1.35,18.59,35.91,84.0
22.57,23.46,1.3,21.3,37.26,77.0
23.57,25.71,1.26,24.83,36.59,73.0
31.18,20.17,1.23,25.71,33.41,86.0
24.22,30.02,1.36,21.32,39.09,90.0
21.81,18.5,1.25,22.25,36.71,70.0
14.93,18.23,1.22,20.01,35.06,64.0
17.86,20.33,1.21,20.6,30.81,64.0
24.73,18.24,1.25,15.89,40.12,66.0
24.09,28.27,1.27,20.46,39.23,85.0
23.97,23.79,1.32,24.61,34.83,83.0
20.7,21.97,1.34,22.61,45.24,90.0
19.01,19.69,1.27,24.7,43.26,76.0
